Address,Score,Strict Same TX,NB TX,Sybil,Chain From First,Chain To First,Date First,Protocol First,Chain From Last,Chain To Last,Date Last,Protocol Last
0xe8e3b35fc11b8e0277e68cc9b649749bca3cf771,84.93,15,106,false,BNB Chain,Harmony,2023-05-31 22:21:31.000,Harmony Bridge,Celo Mainnet,Gnosis,2024-04-10 10:27:50.000,Merkly
0x51f720a059907a412beae4f8d45b759665cd63f3,86.27,17,96,false,BNB Chain,Harmony,2023-05-31 22:22:34.000,Harmony Bridge,Celo Mainnet,Gnosis,2024-04-09 23:15:14.000,Merkly
0x061a1e4ad5928b3388e59f7478db00f9bfd8eae4,82.60,10,97,false,BNB Chain,Harmony,2023-05-31 22:23:37.000,Harmony Bridge,Celo Mainnet,Gnosis,2024-04-02 12:16:11.000,Merkly
0xc41ab6343a178aea928a2fc8eb4bc93e9937c154,71.91,9,106,false,BNB Chain,Harmony,2023-05-31 22:26:40.000,Harmony Bridge,Celo Mainnet,Gnosis,2024-04-10 03:32:09.000,Merkly
0xd70a96b8d668c439a0ab7c783489f15a7841d0fc,61.57,12,109,false,BNB Chain,Harmony,2023-05-31 22:27:43.000,Harmony Bridge,Celo Mainnet,Gnosis,2024-04-10 01:35:24.000,Merkly
0xa36d84f9c622a7ad96e001be1c14155291132a34,62.55,12,112,false,BNB Chain,Harmony,2023-05-31 22:28:46.000,Harmony Bridge,Celo Mainnet,Gnosis,2024-04-10 02:23:54.000,Merkly
0x46f938e08a20fc80b7166b7a256c03ed0c23f3f2,85.78,6,102,false,BNB Chain,Harmony,2023-05-31 22:29:50.000,Harmony Bridge,Celo Mainnet,Gnosis,2024-04-10 01:38:54.000,Merkly
0x3aff57527dbe24da95b3edd3d44d45b509abf57c,60.27,5,111,false,BNB Chain,Harmony,2023-05-31 22:31:56.000,Harmony Bridge,Celo Mainnet,Gnosis,2024-04-02 16:47:26.000,Merkly
0xc86dddc68e2aeea4f69c985273fcb868e7f76f28,54.49,16,121,false,BNB Chain,Harmony,2023-05-31 22:32:59.000,Harmony Bridge,Celo Mainnet,Gnosis,2024-04-10 00:39:59.000,Merkly
0xe419508c2c3436915c1c96295d2ee5f3ac5e31c2,53.16,7,121,false,BNB Chain,Harmony,2023-05-31 22:34:02.000,Harmony Bridge,Celo Mainnet,Gnosis,2024-04-10 03:14:39.000,Merkly
0xe09d2f28ad40572ff2a157a800c5e03624b86f6a,65.88,10,111,false,BNB Chain,Harmony,2023-05-31 22:36:32.000,Harmony Bridge,Celo Mainnet,Gnosis,2024-04-10 06:26:54.000,Merkly
0x7f99c090e92f6482a538ddbbb42d3664685bc4f4,68.53,6,114,false,BNB Chain,Harmony,2023-05-31 22:37:35.000,Harmony Bridge,Celo Mainnet,Moonbeam,2024-04-10 13:46:22.000,Merkly
0xf4a205ffe76c783d17c85351a546c297e6ce8ec1,60.74,10,120,false,BNB Chain,Harmony,2023-05-31 22:38:38.000,Harmony Bridge,Celo Mainnet,Gnosis,2024-04-10 01:12:49.000,Merkly
0x4a92b781d51f0f9701e71bde1bcfc426357cf8dc,86.54,10,95,false,BNB Chain,Harmony,2023-05-31 22:40:44.000,Harmony Bridge,Celo Mainnet,Gnosis,2024-04-02 19:24:02.000,Merkly
0xb8b39435ba30b06e423fc0f1c4ef20ba546c0c88,73.16,8,112,false,BNB Chain,Harmony,2023-05-31 22:41:47.000,Harmony Bridge,Celo Mainnet,Gnosis,2024-04-10 01:58:19.000,Merkly
0x1a4c0754bfeb299c646114121ce1109aa6114248,86.32,12,94,false,BNB Chain,Harmony,2023-05-31 22:43:44.000,Harmony Bridge,Celo Mainnet,Gnosis,2024-04-02 18:40:57.000,Merkly
0x2f1417417cf5bcab9a2fc4fb5f30ffdcda5fce72,87.62,10,97,false,BNB Chain,Harmony,2023-05-31 22:46:53.000,Harmony Bridge,Celo Mainnet,Gnosis,2024-04-02 18:31:27.000,Merkly
0xf9a9ae59257126242b9cd414d4f92a91fe482fd8,75.51,8,107,false,BNB Chain,Harmony,2023-05-31 22:50:02.000,Harmony Bridge,Celo Mainnet,Gnosis,2024-04-10 04:54:19.000,Merkly
0xbdcbf14729d98bcdac9e30aa71a41894f2e658c0,84.90,10,103,false,BNB Chain,Harmony,2023-05-31 22:52:08.000,Harmony Bridge,Celo Mainnet,Gnosis,2024-04-10 00:07:34.000,Merkly
0x38a712a20da306025d2aaadc037a1033264a0d5e,83.09,6,105,false,BNB Chain,Harmony,2023-05-31 22:53:11.000,Harmony Bridge,Celo Mainnet,Gnosis,2024-04-10 10:42:00.000,Merkly
0x0150e002b38ead7acf58caf85e9305edd1d4e1cf,60.86,9,111,false,BNB Chain,Harmony,2023-05-31 22:54:20.000,Harmony Bridge,Celo Mainnet,Gnosis,2024-04-02 15:05:01.000,Merkly
0x1dce9cbbbaa8c6582c2c59500f2443cdc057a84d,56.67,12,84,false,BNB Chain,Harmony,2023-05-31 22:55:08.000,Harmony Bridge,Celo Mainnet,Gnosis,2024-04-02 18:13:42.000,Merkly
0x86f090f6ecfa32651e6fcfe44a27524a54498bce,86.79,11,106,false,BNB Chain,Harmony,2023-05-31 22:57:29.000,Harmony Bridge,Celo Mainnet,Gnosis,2024-04-10 00:01:19.000,Merkly
0x9054b13b40ba62114ee457b3364cfcc6532fc776,84.14,18,107,false,BNB Chain,Harmony,2023-05-31 22:59:35.000,Harmony Bridge,Celo Mainnet,Gnosis,2024-04-10 00:51:59.000,Merkly
0x1bfa31b4627fcf752d1d4dbd86c4ebf1b130eec4,69.34,8,114,false,BNB Chain,Harmony,2023-05-31 23:01:41.000,Harmony Bridge,Celo Mainnet,Gnosis,2024-04-09 23:42:34.000,Merkly
0xb2668721c5511339ef134f6438e74e3a575a56fb,86.67,11,98,false,BNB Chain,Harmony,2023-05-31 23:02:44.000,Harmony Bridge,Celo Mainnet,Gnosis,2024-04-10 03:26:54.000,Merkly
0xa3f856d4b75718494fe58c8b63dc6ac1c7efc3db,87.97,15,103,false,BNB Chain,Harmony,2023-05-31 23:03:50.000,Harmony Bridge,Celo Mainnet,Gnosis,2024-04-02 14:57:06.000,Merkly
0x88135a0687e22599bc01164103529e1f00faa5ab,84.51,11,98,false,BNB Chain,Harmony,2023-05-31 23:04:50.000,Harmony Bridge,Celo Mainnet,Moonbeam,2024-04-10 15:24:47.000,Merkly
0xfea9ab9984330f1218b869a571c53556b2294ca1,68.16,9,93,false,BNB Chain,Harmony,2023-05-31 23:05:53.000,Harmony Bridge,Celo Mainnet,Moonbeam,2024-04-10 11:40:01.000,Merkly
0xb608374fe222af7c0b52f811c7e2aba68a7ef34c,60.22,9,111,false,BNB Chain,Harmony,2023-05-31 23:07:59.000,Harmony Bridge,Celo Mainnet,Moonbeam,2024-04-10 14:36:52.000,Merkly
0xb516c10e6488bda25f8cc2008d4f0cc487d54431,84.53,7,105,false,BNB Chain,Harmony,2023-05-31 23:14:14.000,Harmony Bridge,Celo Mainnet,Gnosis,2024-04-10 00:18:49.000,Merkly
0xdcce5342f9208daa68acdfb81989812ba07369a0,63.46,9,92,false,BNB Chain,Harmony,2023-05-31 23:16:20.000,Harmony Bridge,Celo Mainnet,Moonbeam,2024-04-10 14:19:47.000,Merkly
0xe3d8ca72ea823f5785095f5bb221072cfa240e49,58.55,8,123,false,BNB Chain,Harmony,2023-05-31 23:17:23.000,Harmony Bridge,Celo Mainnet,Gnosis,2024-04-10 02:50:14.000,Merkly
0x434c8b0cb46fcdf17408da6a04e41a55ddb28c1a,87.48,10,104,false,BNB Chain,Harmony,2023-05-31 23:18:26.000,Harmony Bridge,Celo Mainnet,Moonbeam,2024-04-10 12:17:26.000,Merkly
0x0d6e6ea4562f3bd3e21827c39817a9f93977bae7,85.83,7,102,false,BNB Chain,Harmony,2023-05-31 23:21:35.000,Harmony Bridge,Celo Mainnet,Moonbeam,2024-04-10 12:17:56.000,Merkly
0x9239da535d8fe4891dd4b3ce51b7adb9252439c9,64.98,10,113,false,BNB Chain,Harmony,2023-05-31 23:22:38.000,Harmony Bridge,Celo Mainnet,Gnosis,2024-04-02 17:18:47.000,Merkly
0x5b722cf8ed871cc7ca1663932360c195db022ecb,62.11,12,109,false,BNB Chain,Harmony,2023-05-31 23:24:29.000,Harmony Bridge,Celo Mainnet,Moonbeam,2024-04-10 16:28:28.000,Merkly
0xd914ee908df7d1e0f283a26e321268caaa14c46f,85.76,11,105,false,BNB Chain,Harmony,2023-05-31 23:25:32.000,Harmony Bridge,Celo Mainnet,Gnosis,2024-04-09 22:12:39.000,Merkly
